Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Arena,Notes
Fri Jan 26 2024,7:00p,Phoenix Suns,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Fri Jan 26 2024,7:30p,Los Angeles Clippers,,Toronto Raptors,,,,,Scotiabank Arena,
Fri Jan 26 2024,8:00p,Orlando Magic,,Memphis Grizzlies,,,,,FedEx Forum,
Fri Jan 26 2024,8:00p,Cleveland Cavaliers,,Milwaukee Bucks,,,,,Fiserv Forum,
Fri Jan 26 2024,8:00p,Oklahoma City Thunder,,New Orleans Pelicans,,,,,Smoothie King Center,
Fri Jan 26 2024,9:30p,Portland Trail Blazers,,San Antonio Spurs,,,,,Frost Bank Center,
Sat Jan 27 2024,12:00p,Washington Wizards,,Detroit Pistons,,,,,Little Caesars Arena,
Sat Jan 27 2024,3:00p,Miami Heat,,New York Knicks,,,,,Madison Square Garden (IV),
Sat Jan 27 2024,5:30p,Philadelphia 76ers,,Denver Nuggets,,,,,Ball Arena,
Sat Jan 27 2024,6:00p,Houston Rockets,,Brooklyn Nets,,,,,Barclays Center,
Sat Jan 27 2024,7:00p,Los Angeles Clippers,,Boston Celtics,,,,,TD Garden,
Sat Jan 27 2024,7:00p,Utah Jazz,,Charlotte Hornets,,,,,Spectrum Center,
Sat Jan 27 2024,8:00p,New Orleans Pelicans,,Milwaukee Bucks,,,,,Fiserv Forum,
Sat Jan 27 2024,8:30p,Los Angeles Lakers,,Golden State Warriors,,,,,Chase Center,
Sat Jan 27 2024,8:30p,Minnesota Timberwolves,,San Antonio Spurs,,,,,Frost Bank Center,
Sat Jan 27 2024,9:00p,Sacramento Kings,,Dallas Mavericks,,,,,American Airlines Center,
Sun Jan 28 2024,3:30p,Memphis Grizzlies,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
Sun Jan 28 2024,6:00p,Toronto Raptors,,Atlanta Hawks,,,,,State Farm Arena,
Sun Jan 28 2024,6:00p,Oklahoma City Thunder,,Detroit Pistons,,,,,Little Caesars Arena,
Sun Jan 28 2024,6:00p,Phoenix Suns,,Orlando Magic,,,,,Amway Center,
Sun Jan 28 2024,9:00p,Chicago Bulls,,Portland Trail Blazers,,,,,Moda Center,
Mon Jan 29 2024,7:00p,New York Knicks,,Charlotte Hornets,,,,,Spectrum Center,
Mon Jan 29 2024,7:00p,Los Angeles Clippers,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
Mon Jan 29 2024,7:30p,New Orleans Pelicans,,Boston Celtics,,,,,TD Garden,
Mon Jan 29 2024,7:30p,Utah Jazz,,Brooklyn Nets,,,,,Barclays Center,
Mon Jan 29 2024,7:30p,Phoenix Suns,,Miami Heat,,,,,Kaseya Center,
